event_type,state,month,season,magnitude,magnitude_type,begin_lat,begin_lon,damage_property_num
Debris Flow,WEST VIRGINIA,5,MAM,50.0,Unknown,39.52,-80.25,0.0
Debris Flow,WEST VIRGINIA,5,MAM,50.0,Unknown,39.4444,-80.2767,0.0
Flash Flood,PENNSYLVANIA,5,MAM,50.0,Unknown,40.0361,-79.9042,0.0
Hail,OKLAHOMA,5,MAM,0.75,Unknown,35.5008,-97.6638,0.0
Hail,OKLAHOMA,5,MAM,0.75,Unknown,35.5191,-97.6347,0.0
Hail,OKLAHOMA,5,MAM,0.75,Unknown,35.5396,-97.6637,0.0
Hail,OKLAHOMA,5,MAM,0.75,Unknown,35.519,-97.6347,0.0
Hail,OKLAHOMA,5,MAM,0.75,Unknown,34.8548,-96.6557,0.0
Hail,OKLAHOMA,5,MAM,0.75,Unknown,34.9328,-96.5437,0.0
Hail,OKLAHOMA,5,MAM,1.75,Unknown,34.117,-97.4223,0.0
Flood,OKLAHOMA,5,MAM,50.0,Unknown,34.1769,-96.0535,0.0
Hail,OKLAHOMA,5,MAM,1.5,Unknown,34.779,-96.7748,0.0
Thunderstorm Wind,OKLAHOMA,5,MAM,72.0,MG,34.7249,-96.6252,0.0
Thunderstorm Wind,OKLAHOMA,5,MAM,55.0,MG,36.3559,-97.153,0.0
Thunderstorm Wind,OKLAHOMA,5,MAM,50.0,MG,36.1622,-97.0891,0.0
Marine Thunderstorm Wind,ATLANTIC SOUTH,5,MAM,35.0,MG,34.68,-76.9168,0.0
Marine Thunderstorm Wind,ATLANTIC SOUTH,5,MAM,34.0,MG,34.6962,-76.6789,0.0
Marine Thunderstorm Wind,ATLANTIC SOUTH,5,MAM,34.0,MG,34.6,-76.54,0.0
Marine Thunderstorm Wind,ATLANTIC SOUTH,5,MAM,34.0,MG,34.7594,-76.4075,0.0
Marine Thunderstorm Wind,ATLANTIC SOUTH,5,MAM,44.0,MG,35.01,-75.4,0.0
Thunderstorm Wind,NEW MEXICO,5,MAM,43.0,EG,35.26,-106.6,0.0
Thunderstorm Wind,NEW MEXICO,5,MAM,57.0,MG,34.4718,-104.211,0.0
Tornado,KANSAS,5,MAM,50.0,Unknown,38.65,-100.95,0.0
Thunderstorm Wind,TEXAS,5,MAM,53.0,MG,33.48,-100.8674,0.0
Thunderstorm Wind,NEBRASKA,5,MAM,52.0,EG,41.28,-96.93,0.0
Hail,NEBRASKA,5,MAM,1.0,Unknown,40.06,-95.91,0.0
Hail,TEXAS,5,MAM,1.25,Unknown,33.1119,-100.0386,0.0
Hail,NEW MEXICO,5,MAM,0.75,Unknown,32.1441,-103.3134,0.0
Thunderstorm Wind,NEW MEXICO,5,MAM,58.0,MG,32.2334,-104.0635,0.0
Hail,TEXAS,5,MAM,0.88,Unknown,32.03,-102.35,0.0
Hail,PENNSYLVANIA,5,MAM,1.0,Unknown,41.97,-78.62,0.0
Flood,PENNSYLVANIA,5,MAM,50.0,Unknown,41.9591,-77.4459,0.0
Flash Flood,PENNSYLVANIA,5,MAM,50.0,Unknown,40.2852,-76.8427,0.0
Tornado,KANSAS,5,MAM,50.0,Unknown,37.67,-98.91,0.0
Tornado,KANSAS,5,MAM,50.0,Unknown,37.71,-98.75,0.0
Thunderstorm Wind,COLORADO,5,MAM,50.0,MG,40.01,-102.63,0.0
Thunderstorm Wind,COLORADO,5,MAM,53.0,MG,39.31,-103.06,0.0
Thunderstorm Wind,COLORADO,5,MAM,58.0,MG,40.42,-102.43,0.0
Thunderstorm Wind,COLORADO,5,MAM,53.0,MG,40.36,-102.31,0.0
Thunderstorm Wind,COLORADO,5,MAM,51.0,MG,39.3,-102.74,0.0
Thunderstorm Wind,WEST VIRGINIA,5,MAM,50.0,EG,37.93,-80.49,500.0
Hail,VIRGINIA,5,MAM,1.75,Unknown,36.76,-79.99,0.0
Hail,VIRGINIA,5,MAM,1.0,Unknown,36.58,-80.43,0.0
Thunderstorm Wind,VIRGINIA,5,MAM,50.0,EG,36.96,-79.36,500.0
Hail,WISCONSIN,5,MAM,1.25,Unknown,43.07,-89.4,0.0
Hail,WISCONSIN,5,MAM,1.5,Unknown,43.11,-89.56,0.0
Hail,WISCONSIN,5,MAM,1.0,Unknown,43.14,-89.52,0.0
Hail,WISCONSIN,5,MAM,1.0,Unknown,43.02,-89.29,0.0
Hail,WISCONSIN,5,MAM,2.0,Unknown,43.09,-89.27,0.0
Thunderstorm Wind,VIRGINIA,5,MAM,50.0,EG,36.71,-79.93,500.0
Hail,ALABAMA,5,MAM,0.88,Unknown,32.8694,-86.6662,0.0
Thunderstorm Wind,ALABAMA,5,MAM,87.0,EG,33.36,-87.6,0.0
Thunderstorm Wind,NEW YORK,5,MAM,50.0,EG,42.0994,-79.2926,0.0
Flash Flood,NEW YORK,5,MAM,50.0,Unknown,42.4616,-77.7751,0.0
Flash Flood,NEW YORK,5,MAM,50.0,Unknown,42.461,-77.7767,0.0
Flash Flood,NEW YORK,5,MAM,50.0,Unknown,42.4608,-77.7761,0.0
Flash Flood,NEW YORK,5,MAM,50.0,Unknown,42.46,-77.77,0.0
Thunderstorm Wind,TEXAS,5,MAM,52.0,EG,31.89,-102.33,1000.0
Tornado,TEXAS,5,MAM,50.0,Unknown,32.8362,-102.0815,2500.0
Tornado,TEXAS,5,MAM,50.0,Unknown,32.65,-101.88,20000.0
Hail,KANSAS,5,MAM,1.0,Unknown,37.51,-94.82,0.0
Flash Flood,KANSAS,5,MAM,50.0,Unknown,37.49,-95.03,0.0
Heavy Rain,KANSAS,5,MAM,50.0,Unknown,37.63,-94.82,0.0
Heavy Rain,KANSAS,5,MAM,50.0,Unknown,37.26,-95.05,0.0
Heavy Rain,KANSAS,5,MAM,50.0,Unknown,37.45,-94.73,0.0
Flash Flood,MISSOURI,5,MAM,50.0,Unknown,37.13,-93.12,0.0
Flash Flood,MISSOURI,5,MAM,50.0,Unknown,37.39,-93.18,0.0
Flash Flood,MISSOURI,5,MAM,50.0,Unknown,36.52,-92.14,0.0
Flash Flood,MISSOURI,5,MAM,50.0,Unknown,36.97,-92.73,0.0
Flash Flood,MISSOURI,5,MAM,50.0,Unknown,37.01,-92.52,0.0
Flash Flood,MISSOURI,5,MAM,50.0,Unknown,36.93,-93.51,0.0
Flash Flood,MISSOURI,5,MAM,50.0,Unknown,37.04,-93.47,0.0
Thunderstorm Wind,MASSACHUSETTS,5,MAM,50.0,EG,42.4406,-73.2287,0.0
Thunderstorm Wind,MASSACHUSETTS,5,MAM,50.0,EG,42.4285,-73.1949,0.0
Thunderstorm Wind,MASSACHUSETTS,5,MAM,50.0,EG,42.4416,-73.2311,0.0
Thunderstorm Wind,TEXAS,5,MAM,56.0,EG,31.3235,-93.879,0.0
Marine Thunderstorm Wind,GULF OF MEXICO,5,MAM,34.0,MG,30.36,-90.09,0.0
Marine Thunderstorm Wind,GULF OF MEXICO,5,MAM,38.0,MG,30.04,-90.02,0.0
Marine Thunderstorm Wind,GULF OF MEXICO,5,MAM,39.0,MG,30.21,-88.5,0.0
Marine Thunderstorm Wind,GULF OF MEXICO,5,MAM,37.0,MG,30.23,-88.98,0.0
Hail,LOUISIANA,5,MAM,1.0,Unknown,30.17,-91.35,0.0
Hail,LOUISIANA,5,MAM,1.0,Unknown,30.33,-91.13,0.0
Marine Thunderstorm Wind,GULF OF MEXICO,5,MAM,34.0,MG,29.09,-90.21,0.0
Marine Thunderstorm Wind,GULF OF MEXICO,5,MAM,37.0,MG,30.03,-90.11,0.0
Marine Thunderstorm Wind,GULF OF MEXICO,5,MAM,34.0,MG,29.87,-89.67,0.0
Hail,MISSOURI,5,MAM,1.0,Unknown,38.64,-90.45,0.0
Hail,MISSOURI,5,MAM,1.25,Unknown,38.69,-90.36,0.0
Hail,MISSOURI,5,MAM,1.25,Unknown,38.7,-90.35,0.0
Hail,MISSOURI,5,MAM,1.0,Unknown,38.73,-90.37,0.0
Thunderstorm Wind,MISSOURI,5,MAM,60.0,EG,38.46,-90.53,10000.0
Thunderstorm Wind,TEXAS,5,MAM,56.0,EG,31.9696,-94.6594,0.0
Thunderstorm Wind,TEXAS,5,MAM,52.0,EG,31.9928,-94.7481,0.0
Thunderstorm Wind,LOUISIANA,5,MAM,52.0,EG,32.6541,-92.3984,0.0
Thunderstorm Wind,LOUISIANA,5,MAM,52.0,EG,32.6012,-92.2987,0.0
Hail,GEORGIA,5,MAM,1.75,Unknown,34.2419,-84.7048,0.0
Hail,GEORGIA,5,MAM,1.5,Unknown,34.27,-84.75,0.0
Hail,GEORGIA,5,MAM,1.75,Unknown,34.2628,-84.7594,0.0
Hail,GEORGIA,5,MAM,1.5,Unknown,34.2921,-84.7535,0.0
Thunderstorm Wind,GEORGIA,5,MAM,43.0,EG,33.61,-85.32,1000.0
Tornado,OKLAHOMA,5,MAM,50.0,Unknown,34.73,-95.815,0.0
Tornado,OKLAHOMA,5,MAM,50.0,Unknown,35.651,-94.894,50000.0
Thunderstorm Wind,VIRGINIA,5,MAM,52.0,EG,37.12,-82.6,0.0
Thunderstorm Wind,VIRGINIA,5,MAM,52.0,EG,36.6,-83.17,0.0
Thunderstorm Wind,VIRGINIA,5,MAM,61.0,EG,36.88,-82.09,0.0
Thunderstorm Wind,VIRGINIA,5,MAM,52.0,EG,36.71,-82.07,0.0
Lightning,NORTH CAROLINA,5,MAM,50.0,Unknown,35.09,-84.3,10000.0
Thunderstorm Wind,NORTH CAROLINA,5,MAM,52.0,EG,35.1171,-84.0682,0.0
Thunderstorm Wind,NEBRASKA,5,MAM,104.0,EG,40.177,-101.2919,40000.0
Thunderstorm Wind,NEBRASKA,5,MAM,64.0,EG,40.2778,-101.2666,80000.0
Thunderstorm Wind,NEBRASKA,5,MAM,104.0,EG,40.2595,-101.2459,180000.0
Thunderstorm Wind,MONTANA,5,MAM,51.0,MG,47.74,-106.15,0.0
Thunderstorm Wind,MONTANA,5,MAM,51.0,MG,48.0973,-105.5801,0.0
Hail,INDIANA,5,MAM,0.75,Unknown,40.09,-87.07,0.0
Thunderstorm Wind,INDIANA,5,MAM,50.0,EG,40.04,-86.9,2000.0
Hail,INDIANA,5,MAM,1.0,Unknown,39.54,-86.36,0.0
Hail,INDIANA,5,MAM,1.0,Unknown,39.65,-86.04,0.0
Tornado,KANSAS,5,MAM,50.0,Unknown,38.961,-100.717,0.0
Tornado,KANSAS,5,MAM,50.0,Unknown,39.1332,-100.6307,0.0
Tornado,KANSAS,5,MAM,50.0,Unknown,39.207,-100.52,120000.0
Hail,OKLAHOMA,5,MAM,4.5,Unknown,36.1618,-99.703,0.0
Hail,OKLAHOMA,5,MAM,2.25,Unknown,36.1573,-99.6677,0.0
Hail,OKLAHOMA,5,MAM,4.0,Unknown,36.1679,-99.6133,0.0
Hail,OKLAHOMA,5,MAM,1.0,Unknown,35.2657,-96.9238,0.0
Hail,OKLAHOMA,5,MAM,1.75,Unknown,36.31,-97.59,0.0
Hail,COLORADO,5,MAM,1.75,Unknown,38.77,-102.79,0.0
Hail,COLORADO,5,MAM,2.75,Unknown,38.75,-102.78,0.0
Hail,COLORADO,5,MAM,2.25,Unknown,38.77,-102.79,0.0
Hail,COLORADO,5,MAM,2.0,Unknown,38.73,-102.76,0.0
Tornado,COLORADO,5,MAM,50.0,Unknown,38.7609,-102.7867,0.0
Hail,KANSAS,5,MAM,1.0,Unknown,39.87,-100.64,0.0
Hail,KANSAS,5,MAM,0.88,Unknown,39.82,-100.53,0.0
Tornado,WISCONSIN,5,MAM,50.0,Unknown,44.72,-90.49,45000.0
Tornado,WISCONSIN,5,MAM,50.0,Unknown,44.62,-90.6,0.0
Hail,MINNESOTA,5,MAM,1.0,Unknown,44.05,-92.41,0.0
Hail,MINNESOTA,5,MAM,1.0,Unknown,44.05,-91.66,0.0
Hail,MINNESOTA,5,MAM,1.0,Unknown,44.05,-91.62,0.0
Tornado,INDIANA,5,MAM,50.0,Unknown,39.1756,-87.6209,15000.0
Thunderstorm Wind,SOUTH CAROLINA,5,MAM,52.0,EG,33.9897,-81.0103,0.0
Thunderstorm Wind,SOUTH CAROLINA,5,MAM,52.0,EG,34.0132,-81.076,0.0
Thunderstorm Wind,SOUTH CAROLINA,5,MAM,52.0,EG,34.0838,-81.1381,0.0
Hail,SOUTH CAROLINA,5,MAM,1.0,Unknown,33.52,-81.85,0.0
Thunderstorm Wind,MICHIGAN,5,MAM,61.0,EG,42.12,-84.42,0.0
Thunderstorm Wind,MICHIGAN,5,MAM,52.0,EG,42.57,-85.05,0.0
Thunderstorm Wind,MICHIGAN,5,MAM,61.0,EG,42.7,-84.68,0.0
Thunderstorm Wind,MICHIGAN,5,MAM,56.0,EG,42.71,-84.42,0.0
Thunderstorm Wind,MICHIGAN,5,MAM,56.0,EG,42.73,-84.46,0.0
Marine Thunderstorm Wind,GULF OF MEXICO,5,MAM,46.0,MG,26.061,-97.215,0.0
Marine Thunderstorm Wind,GULF OF MEXICO,5,MAM,41.0,MG,26.262,-97.285,0.0
Marine Thunderstorm Wind,GULF OF MEXICO,5,MAM,38.0,MG,26.801,-97.471,0.0
Hail,VIRGINIA,5,MAM,1.0,Unknown,37.94,-75.54,0.0
Hail,VIRGINIA,5,MAM,1.0,Unknown,36.78,-76.16,0.0
Marine Thunderstorm Wind,ATLANTIC NORTH,5,MAM,35.0,MG,37.16,-76.38,0.0
Marine Thunderstorm Wind,ATLANTIC NORTH,5,MAM,35.0,MG,37.2,-76.27,0.0
Marine Thunderstorm Wind,ATLANTIC NORTH,5,MAM,38.0,MG,37.54,-76.02,0.0
Hail,KANSAS,5,MAM,1.0,Unknown,37.04,-95.47,0.0
Thunderstorm Wind,KANSAS,5,MAM,60.0,MG,37.09,-95.57,0.0
Hail,KANSAS,5,MAM,1.0,Unknown,37.15,-98.03,0.0
Hail,KANSAS,5,MAM,1.0,Unknown,37.94,-97.18,0.0
Thunderstorm Wind,TENNESSEE,5,MAM,52.0,EG,35.97,-89.13,5000.0
Thunderstorm Wind,TENNESSEE,5,MAM,52.0,EG,36.34,-88.87,20000.0
Thunderstorm Wind,TENNESSEE,5,MAM,52.0,EG,36.25,-88.15,6000.0
Thunderstorm Wind,WYOMING,5,MAM,58.0,MG,43.6,-110.73,0.0
Thunderstorm Wind,WYOMING,5,MAM,61.0,MG,42.1,-109.45,0.0
Thunderstorm Wind,WYOMING,5,MAM,56.0,MG,44.3574,-109.2724,0.0
Thunderstorm Wind,WYOMING,5,MAM,69.0,MG,44.3497,-109.3602,0.0
Thunderstorm Wind,WYOMING,5,MAM,65.0,MG,42.6023,-108.5811,0.0
Thunderstorm Wind,TENNESSEE,5,MAM,52.0,EG,36.37,-88.31,500.0
Thunderstorm Wind,TENNESSEE,5,MAM,52.0,EG,36.29,-88.33,10000.0
Thunderstorm Wind,TENNESSEE,5,MAM,58.0,EG,36.31,-88.27,4000.0
Thunderstorm Wind,TENNESSEE,5,MAM,58.0,EG,36.43,-88.11,3000.0
Hail,TEXAS,5,MAM,2.5,Unknown,33.68,-97.16,12000.0
Hail,TEXAS,5,MAM,3.1,Unknown,33.28,-98.66,14000.0
Hail,TEXAS,5,MAM,1.75,Unknown,33.27,-98.83,7000.0
Hail,TEXAS,5,MAM,1.0,Unknown,33.09,-98.78,0.0
Hail,TEXAS,5,MAM,1.25,Unknown,32.74,-98.38,0.0
Thunderstorm Wind,TEXAS,5,MAM,65.0,MG,32.42,-98.81,0.0
Thunderstorm Wind,ARKANSAS,5,MAM,52.0,EG,35.33,-94.3945,0.0
Thunderstorm Wind,ARKANSAS,5,MAM,65.0,EG,35.2363,-94.2122,0.0
Hail,ARKANSAS,5,MAM,1.5,Unknown,35.63,-94.259,15000.0
Thunderstorm Wind,FLORIDA,5,MAM,50.0,EG,30.063,-81.659,15000.0
Thunderstorm Wind,OKLAHOMA,5,MAM,54.0,MG,36.9099,-95.8855,0.0
Hail,IDAHO,5,MAM,1.0,Unknown,47.53,-116.24,0.0
Thunderstorm Wind,OKLAHOMA,5,MAM,52.0,EG,36.1043,-95.3865,0.0
Tornado,GEORGIA,5,MAM,50.0,Unknown,34.3216,-84.5631,0.0
Thunderstorm Wind,GEORGIA,5,MAM,43.0,EG,33.5483,-85.0922,1000.0
Thunderstorm Wind,GEORGIA,5,MAM,56.0,EG,34.5454,-85.3898,3000.0
Hail,OHIO,5,MAM,1.0,Unknown,40.13,-80.99,0.0
Hail,OHIO,5,MAM,1.75,Unknown,40.13,-80.97,0.0
Hail,OHIO,5,MAM,1.75,Unknown,40.12,-80.93,0.0
Hail,OHIO,5,MAM,1.0,Unknown,40.15,-80.89,0.0
Hail,OHIO,5,MAM,0.75,Unknown,39.87,-82.1,0.0
Hail,OHIO,5,MAM,0.75,Unknown,39.88,-81.39,0.0
Hail,OHIO,5,MAM,2.5,Unknown,40.1429,-80.8392,0.0
Thunderstorm Wind,TEXAS,5,MAM,61.0,EG,31.16,-100.35,0.0
Hail,TEXAS,5,MAM,2.0,Unknown,30.6,-99.05,0.0
Hail,TEXAS,5,MAM,1.0,Unknown,30.62,-100.75,0.0
Flash Flood,OHIO,5,MAM,50.0,Unknown,40.057,-82.0466,0.0
Flash Flood,OHIO,5,MAM,50.0,Unknown,40.07,-82.06,0.0
Flash Flood,OHIO,5,MAM,50.0,Unknown,40.009,-82.0002,0.0
Thunderstorm Wind,WEST VIRGINIA,5,MAM,50.0,EG,37.99,-82.0,500.0
Thunderstorm Wind,VIRGINIA,5,MAM,50.0,EG,37.27,-81.98,1500.0
Hail,KENTUCKY,5,MAM,1.0,Unknown,37.98,-82.84,0.0
Thunderstorm Wind,WEST VIRGINIA,5,MAM,50.0,EG,39.24,-81.51,1500.0
Thunderstorm Wind,WEST VIRGINIA,5,MAM,50.0,EG,38.37,-80.82,500.0
Thunderstorm Wind,WEST VIRGINIA,5,MAM,50.0,EG,38.35,-80.56,500.0
Thunderstorm Wind,WEST VIRGINIA,5,MAM,50.0,EG,38.61,-80.63,500.0
Thunderstorm Wind,WEST VIRGINIA,5,MAM,50.0,EG,38.66,-80.76,500.0
Hail,OHIO,5,MAM,1.0,Unknown,39.29,-81.69,0.0
Thunderstorm Wind,OHIO,5,MAM,45.0,EG,39.37,-81.73,1500.0
Thunderstorm Wind,WEST VIRGINIA,5,MAM,50.0,EG,38.54,-81.04,500.0
Thunderstorm Wind,WEST VIRGINIA,5,MAM,50.0,EG,37.89,-81.99,1000.0
Thunderstorm Wind,OHIO,5,MAM,50.0,EG,39.51,-82.09,1500.0
Thunderstorm Wind,OHIO,5,MAM,50.0,EG,39.46,-82.23,1000.0
Thunderstorm Wind,OHIO,5,MAM,50.0,EG,39.59,-81.83,1500.0
Thunderstorm Wind,OHIO,5,MAM,50.0,EG,39.4577,-82.2301,500.0
Thunderstorm Wind,OKLAHOMA,5,MAM,52.0,EG,34.3019,-98.4218,50000.0
Flood,OKLAHOMA,5,MAM,50.0,Unknown,34.5361,-97.9683,0.0
Flood,OKLAHOMA,5,MAM,50.0,Unknown,34.4562,-97.4939,25000.0
Thunderstorm Wind,MINNESOTA,5,MAM,55.0,MG,47.69,-96.82,0.0
Thunderstorm Wind,MINNESOTA,5,MAM,52.0,MG,46.3,-95.88,0.0
Tornado,PENNSYLVANIA,5,MAM,50.0,Unknown,40.9639,-79.8913,5000.0
Tornado,PENNSYLVANIA,5,MAM,50.0,Unknown,40.2375,-80.2618,100000.0
Hail,PENNSYLVANIA,5,MAM,1.0,Unknown,40.27,-79.29,0.0
Hail,PENNSYLVANIA,5,MAM,1.0,Unknown,40.47,-79.2,0.0
Hail,PENNSYLVANIA,5,MAM,1.0,Unknown,40.44,-79.22,0.0
Hail,PENNSYLVANIA,5,MAM,1.0,Unknown,40.45,-79.22,0.0
Hail,PENNSYLVANIA,5,MAM,1.0,Unknown,40.47,-79.2,0.0
Hail,OKLAHOMA,5,MAM,0.75,Unknown,35.5385,-97.6603,0.0
Hail,OKLAHOMA,5,MAM,1.0,Unknown,34.8822,-97.4064,0.0
Hail,OKLAHOMA,5,MAM,1.0,Unknown,35.4937,-97.6072,0.0
Hail,OKLAHOMA,5,MAM,0.75,Unknown,35.5878,-97.6037,0.0
Hail,OKLAHOMA,5,MAM,1.0,Unknown,34.1723,-97.2787,0.0
Hail,OKLAHOMA,5,MAM,0.75,Unknown,34.296,-97.3156,0.0
Hail,OKLAHOMA,5,MAM,1.75,Unknown,34.2406,-96.7452,0.0
Thunderstorm Wind,OKLAHOMA,5,MAM,55.0,MG,34.7683,-96.664,0.0
Thunderstorm Wind,OKLAHOMA,5,MAM,61.0,EG,34.96,-96.34,0.0
Thunderstorm Wind,OKLAHOMA,5,MAM,56.0,MG,35.98,-96.76,0.0
Thunderstorm Wind,OKLAHOMA,5,MAM,52.0,EG,34.9,-96.1,0.0
Thunderstorm Wind,NEW MEXICO,5,MAM,54.0,MG,36.45,-103.15,0.0
Hail,NEW MEXICO,5,MAM,0.75,Unknown,36.48,-104.82,0.0
Hail,NEW MEXICO,5,MAM,1.0,Unknown,35.84,-105.32,1000.0
Thunderstorm Wind,TEXAS,5,MAM,58.0,MG,33.5646,-100.4905,0.0
Thunderstorm Wind,TEXAS,5,MAM,53.0,MG,33.1807,-100.1933,0.0
Thunderstorm Wind,TEXAS,5,MAM,52.0,MG,33.0815,-101.5161,0.0
Hail,NEBRASKA,5,MAM,1.75,Unknown,41.61,-96.54,0.0
Hail,NEBRASKA,5,MAM,1.75,Unknown,41.61,-96.56,0.0
Hail,TEXAS,5,MAM,0.75,Unknown,33.58,-101.8847,0.0
Hail,TEXAS,5,MAM,1.75,Unknown,32.13,-101.79,0.0
Hail,TEXAS,5,MAM,1.0,Unknown,32.55,-102.62,0.0
Hail,TEXAS,5,MAM,1.0,Unknown,31.7234,-102.6105,0.0
Thunderstorm Wind,TEXAS,5,MAM,55.0,MG,31.28,-103.07,0.0
Hail,TEXAS,5,MAM,0.75,Unknown,31.87,-102.37,0.0
Flood,PENNSYLVANIA,5,MAM,50.0,Unknown,41.2622,-77.0557,0.0
Flood,PENNSYLVANIA,5,MAM,50.0,Unknown,41.9692,-77.3451,0.0
Tornado,KANSAS,5,MAM,50.0,Unknown,37.79,-98.65,0.0
Thunderstorm Wind,COLORADO,5,MAM,55.0,MG,39.41,-102.62,0.0
Thunderstorm Wind,COLORADO,5,MAM,56.0,MG,39.39,-103.13,0.0
Thunderstorm Wind,COLORADO,5,MAM,55.0,MG,39.98,-102.11,0.0
Thunderstorm Wind,COLORADO,5,MAM,54.0,MG,39.53,-103.02,0.0
Hail,VIRGINIA,5,MAM,1.0,Unknown,37.7,-79.54,0.0
Hail,VIRGINIA,5,MAM,0.75,Unknown,37.7,-79.54,0.0
Hail,VIRGINIA,5,MAM,1.0,Unknown,37.293,-79.8227,0.0
Hail,VIRGINIA,5,MAM,1.0,Unknown,36.58,-80.66,0.0
Hail,WISCONSIN,5,MAM,1.75,Unknown,43.1,-89.26,0.0
Hail,WISCONSIN,5,MAM,1.0,Unknown,43.18,-89.23,0.0
Hail,WISCONSIN,5,MAM,1.0,Unknown,43.2,-89.48,0.0
Hail,WISCONSIN,5,MAM,1.25,Unknown,43.14,-89.26,0.0
Hail,WISCONSIN,5,MAM,2.25,Unknown,43.09,-89.27,0.0
Thunderstorm Wind,ALABAMA,5,MAM,50.0,EG,33.35,-87.29,0.0
Thunderstorm Wind,ALABAMA,5,MAM,56.0,EG,33.3518,-87.9597,0.0
Tornado,ALABAMA,5,MAM,50.0,Unknown,33.6952,-85.8854,0.0
Flash Flood,NEW YORK,5,MAM,50.0,Unknown,42.5763,-77.9394,0.0
Thunderstorm Wind,FLORIDA,5,MAM,50.0,EG,30.08,-81.52,0.0
Hail,VIRGINIA,5,MAM,1.0,Unknown,37.74,-77.48,0.0
Hail,VIRGINIA,5,MAM,1.25,Unknown,36.7,-77.45,6000.0
Flash Flood,TEXAS,5,MAM,50.0,Unknown,32.2537,-101.4769,70000.0
Thunderstorm Wind,NEW MEXICO,5,MAM,50.0,MG,33.24,-103.35,0.0
Thunderstorm Wind,NEW MEXICO,5,MAM,43.0,EG,32.42,-104.23,5000.0
Heavy Rain,KANSAS,5,MAM,50.0,Unknown,37.16,-95.06,0.0
Heavy Rain,KANSAS,5,MAM,50.0,Unknown,37.02,-94.72,0.0
Heavy Rain,KANSAS,5,MAM,50.0,Unknown,37.02,-94.74,0.0
Heavy Rain,KANSAS,5,MAM,50.0,Unknown,37.08,-94.69,0.0
Hail,KANSAS,5,MAM,1.0,Unknown,37.49,-95.03,0.0
Hail,MISSOURI,5,MAM,1.0,Unknown,37.09,-94.55,0.0
Flash Flood,MISSOURI,5,MAM,50.0,Unknown,36.98,-93.33,0.0
Flood,MISSOURI,5,MAM,50.0,Unknown,36.52,-92.14,0.0
Flood,MISSOURI,5,MAM,50.0,Unknown,37.0795,-93.4167,0.0
Flood,MISSOURI,5,MAM,50.0,Unknown,37.05,-93.13,0.0
Flood,MISSOURI,5,MAM,50.0,Unknown,37.02,-93.27,0.0
Thunderstorm Wind,MASSACHUSETTS,5,MAM,50.0,EG,42.5401,-73.23,0.0
Flash Flood,TEXAS,5,MAM,50.0,Unknown,31.62,-94.6482,0.0
Flash Flood,TEXAS,5,MAM,50.0,Unknown,31.3801,-94.7719,0.0
Flash Flood,TEXAS,5,MAM,50.0,Unknown,31.3836,-94.7764,0.0
Hail,LOUISIANA,5,MAM,1.0,Unknown,30.45,-90.86,0.0
Hail,LOUISIANA,5,MAM,1.5,Unknown,30.5,-90.71,0.0
Hail,LOUISIANA,5,MAM,1.0,Unknown,30.55,-90.85,0.0
Hail,LOUISIANA,5,MAM,1.0,Unknown,30.54,-90.81,0.0
Hail,LOUISIANA,5,MAM,1.25,Unknown,30.26,-91.1,0.0
Marine Thunderstorm Wind,GULF OF MEXICO,5,MAM,39.0,MG,28.93,-89.41,0.0
Marine Thunderstorm Wind,GULF OF MEXICO,5,MAM,39.0,MG,30.07,-89.81,0.0
Marine Thunderstorm Wind,GULF OF MEXICO,5,MAM,44.0,MG,28.87,-90.49,0.0
Thunderstorm Wind,VIRGINIA,5,MAM,50.0,EG,36.75,-76.13,2000.0
Tornado,MISSOURI,5,MAM,50.0,Unknown,38.644,-90.3468,0.0
Tornado,MISSOURI,5,MAM,50.0,Unknown,38.6446,-90.3039,762874.9999999854
Hail,MISSOURI,5,MAM,1.5,Unknown,38.66,-90.37,0.0
Hail,MISSOURI,5,MAM,1.5,Unknown,38.71,-90.35,0.0
Flash Flood,TEXAS,5,MAM,50.0,Unknown,32.5554,-95.3419,0.0
Flash Flood,TEXAS,5,MAM,50.0,Unknown,32.47,-95.4008,0.0
Flash Flood,LOUISIANA,5,MAM,50.0,Unknown,32.4862,-93.724,0.0
Thunderstorm Wind,LOUISIANA,5,MAM,52.0,EG,32.4217,-92.2936,0.0
Thunderstorm Wind,GEORGIA,5,MAM,52.0,EG,33.6338,-85.1647,1000.0
Thunderstorm Wind,GEORGIA,5,MAM,43.0,EG,33.73,-85.04,1000.0
Thunderstorm Wind,GEORGIA,5,MAM,52.0,EG,33.5845,-85.1389,1000.0
Thunderstorm Wind,GEORGIA,5,MAM,52.0,EG,34.36,-84.58,5000.0
Tornado,OKLAHOMA,5,MAM,50.0,Unknown,35.7,-94.808,0.0
Tornado,OKLAHOMA,5,MAM,50.0,Unknown,35.756,-94.916,0.0
Hail,OKLAHOMA,5,MAM,0.75,Unknown,36.41,-95.93,0.0
Thunderstorm Wind,TENNESSEE,5,MAM,61.0,EG,35.07,-85.63,0.0
Thunderstorm Wind,UTAH,5,MAM,51.0,MG,40.18,-113.02,0.0
Thunderstorm Wind,UTAH,5,MAM,50.0,MG,40.7707,-111.965,0.0
Thunderstorm Wind,UTAH,5,MAM,50.0,MG,40.23,-112.73,0.0
